cpf;nome paciente;email paciente;data nascimento paciente;endereço/rua paciente;cidade paciente;estado patiente;crm médico;crm médico estado;nome médico;email médico;token resultado exame;data exame;tipo exame;limites tipo exame;resultado tipo exame
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;hemácias;45-52;13
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;leucócitos;9-61;54
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;plaquetas;11-93;18
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;hdl;19-75;44
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;ldl;45-54;74
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;vldl;48-72;88
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;glicemia;25-83;94
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;tgo;50-84;91
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;tgp;38-63;31
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;eletrólitos;2-68;47
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;tsh;25-80;69
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;t4-livre;34-60;55
077.877.076-15;Dra. Marcela de Lara;natividad@adams-mohr.com;1974-06-24;8566 Viela José Resende;Unistalda;Goiás;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;Q0RIQL;2021-06-18;ácido úrico;15-61;56
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;hemácias;45-52;48
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;leucócitos;9-61;69
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;plaquetas;11-93;62
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;hdl;19-75;35
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;ldl;45-54;37
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;vldl;48-72;52
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;glicemia;25-83;83
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;tgo;50-84;10
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;tgp;38-63;62
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;eletrólitos;2-68;71
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;tsh;25-80;65
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;t4-livre;34-60;8
049.397.154-85;Elísio da Bandeira;elizabet@ryan.co;1984-03-03;2054 Viela Pedro Lucas Marins;Morro Reuter;Minas Gerais;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;7WJ58I;2021-04-09;ácido úrico;15-61;61
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;hemácias;45-52;90
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;leucócitos;9-61;86
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;plaquetas;11-93;34
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;hdl;19-75;13
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;ldl;45-54;25
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;vldl;48-72;32
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;glicemia;25-83;10
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;tgo;50-84;98
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;tgp;38-63;77
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;eletrólitos;2-68;55
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;tsh;25-80;3
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;t4-livre;34-60;67
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;4UGFBQ;2021-07-24;ácido úrico;15-61;49
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;hemácias;45-52;23
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;leucócitos;9-61;32
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;plaquetas;11-93;87
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;hdl;19-75;89
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;ldl;45-54;97
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;vldl;48-72;73
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;glicemia;25-83;12
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;tgo;50-84;46
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;tgp;38-63;40
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;eletrólitos;2-68;14
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;tsh;25-80;55
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;t4-livre;34-60;5
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;4AQHN3;2021-12-21;ácido úrico;15-61;6
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;hemácias;45-52;14
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;leucócitos;9-61;60
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;plaquetas;11-93;62
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;hdl;19-75;55
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;ldl;45-54;78
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;vldl;48-72;87
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;glicemia;25-83;68
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;tgo;50-84;30
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;tgp;38-63;100
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;eletrólitos;2-68;37
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;tsh;25-80;68
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;t4-livre;34-60;82
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;A25TYN;2021-05-17;ácido úrico;15-61;89
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;hemácias;45-52;84
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;leucócitos;9-61;13
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;plaquetas;11-93;7
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;hdl;19-75;79
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;ldl;45-54;80
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;vldl;48-72;38
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;glicemia;25-83;37
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;tgo;50-84;82
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;tgp;38-63;68
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;eletrólitos;2-68;75
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;tsh;25-80;61
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;t4-livre;34-60;31
013.888.116-26;Giovanna Rêgo;jefferson_renner@schulist.com;2000-04-16;s/n Marginal Júlia Paiva;Eliseu Martins;Roraima;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;LRUMXQ;2021-08-17;ácido úrico;15-61;22
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;hemácias;45-52;93
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;leucócitos;9-61;9
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;plaquetas;11-93;99
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;hdl;19-75;98
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;ldl;45-54;20
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;vldl;48-72;40
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;glicemia;25-83;63
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;tgo;50-84;18
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;tgp;38-63;94
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;eletrólitos;2-68;20
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;tsh;25-80;83
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;t4-livre;34-60;20
083.892.729-70;João Samuel Garcês;madonna@gerhold-bode.io;1967-07-06;s/n Rua Bento;Taubaté;Pará;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;IWO0BU;2021-07-24;ácido úrico;15-61;94
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;hemácias;45-52;37
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;leucócitos;9-61;95
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;plaquetas;11-93;82
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;hdl;19-75;24
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;ldl;45-54;46
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;vldl;48-72;16
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;glicemia;25-83;8
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;tgo;50-84;39
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;tgp;38-63;92
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;eletrólitos;2-68;52
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;tsh;25-80;36
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;t4-livre;34-60;47
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;SD0BVG;2021-05-08;ácido úrico;15-61;99
